Institution Index,Institution,Last Name,Mid Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors,Remarks,Collector,,,,,,,
274,Swiss Federal Institute of Technology Zurich,Zhang,,Ce,,Stanford University,"Databases,Machine learning & data mining",34,4315,35,8.5,�޷��ҵ���ҵ��ݣ�ԭ��He finished his PhD round-_tripping between the University of Wisconsin-_Madison and Stanford University ���д������ѧ�?Ye Tian,,,,,,,,
269,Stanford University,Agrawala,,Maneesh,2002,Stanford University,Human-computer interaction,70,18104,97,25.6,,Yuquan Gao,,,,,,,
269,Stanford University,Aiken,,Alexander,1988,Cornell University,Programming languages,74,21297,84,27.2,,Yuquan Gao,,,,,,,
269,Stanford University,Barrett,William,Clark,2003,Stanford University,Logic & verification,41,9367,22,4.6,,Wenhui Chang,,,,,,,
269,Stanford University,Batzoglou,,Serafim,2000,Massachusetts Institute of Technology,Comp. bio & bioinformatics,60,69135,21,5.1,,Wenhui Chang,,,,,,,
269,Stanford University,Bejerano,,Gill,2004,Hebrew University of Jerusalem,"Comp. bio & bioinformatics,Machine learning & data mining",131,17640,7,3.3,from semanticscholar,Shihe Shen,,,,,,,
269,Stanford University,Bernstein,S.,Michael,2012,Massachusetts Institute of Technology,Human-computer interaction,47,31293,40,9.1,cannot find the full Mid Name,Wenhui Chang,,,,,,,
269,Stanford University,Bohg,,Jeannette,2012,KTH Royal Institute of Technology,Robotics,24,2346,23,5.3,,Wenhui Chang,,,,,,,
269,Stanford University,Boneh,,Dan,1996,Princeton University,"Computer security,Cryptography",118,84135,105,35.3,,Yuquan Gao,,,,,,,
269,Stanford University,Brunskill,,Emma,2009,Massachusetts Institute of Technology,"Machine learning & data mining,Artificial intelligence",31,4329,39,11.9,,Wenhui Chang,,,,,,,
269,Stanford University,Charikar,,Moses,2000,Stanford University,Algorithms & complexity,57,18037,68,22.6,,Yuquan Gao,,,,,,,
269,Stanford University,Cheriton,Ross,David,1978,University of Waterloo,Computer architecture,50,11202,29,14.2,H-index and Citations from semantic scholar,Wenhui Chang,,,,,,,
269,Stanford University,Dally,James,William,1986,California Institute of Technology,Computer architecture,97,63224,59,17.1,,Yuquan Gao,,,,,,,
269,Stanford University,Dror,O,Ron,2002,Massachusetts Institute of Technology,High-performance computing,64,25508,13,1.6,,Shihe Shen,,,,,,,
269,Stanford University,Duchi,C.,John,2014,University of California - Berkeley,Machine learning & data mining,44,16663,28,9.6,cannot find the full Mid Name; H-index and Citations from semantic scholar,Wenhui Chang,,,,,,,
269,Stanford University,Durumeric,,Zakir,2017,University of Michigan,"Computer security,Measurement & perf. analysis",22,4595,19,3.2,,Shihe Shen,,,,,,,
269,Stanford University,Engler,R.,Dawson,1998,Massachusetts Institute of Technology,Computer security,46,17992,33,11.4,cannot find the full Mid Name,Wenhui Chang,,,,,,,
269,Stanford University,Ermon,,Stefano,2015,Cornell University,"Machine learning & data mining,Artificial intelligence",33,6119,67,20,,Yuquan Gao,,,,,,,
269,Stanford University,Fatahalian,,Kayvon,2010,Stanford University,Computer graphics,30,5731,19,4,,Shihe Shen,,,,,,,
269,Stanford University,Fedkiw,,Ronald,1996,University of California - Los Angeles,Computer graphics,68,33113,21,6.4,,Shihe Shen,,,,,,,
269,Stanford University,Finn,,Chelsea,2018,University of California - Berkeley,"Machine learning & data mining,Robotics",35,9547,27,6.4,,Wenhui Chang,,,,,,,
269,Stanford University,Follmer,,Sean,2015,Massachusetts Institute of Technology,Human-computer interaction,28,2903,36,9,,Wenhui Chang,,,,,,,
269,Stanford University,Genesereth,,Michael,1978,Harvard University,Artificial intelligence,43,16685,11,6.8,,Shihe Shen,,,,,,,
269,Stanford University,Goel,,Ashish,1999,Stanford University,"Economics & computation,The Web & information retrieval,Algorithms & complexity",47,11466,56,19.1,,Yuquan Gao,,,,,,,
269,Stanford University,Guibas,John,Leonidas,1976,Stanford University,"Computer vision,Computer graphics",124,70948,141,36.8,,Yuquan Gao,,,,,,,
269,Stanford University,Hanrahan,,Pat,1986,University of Wisconsin - Madison,Computer graphics,89,44484,88,28,,Yuquan Gao,,,,,,,
269,Stanford University,Hashimoto,,Tatsunori,2016,Massachusetts Institute of Technology,"Machine learning & data mining,Natural language processing",16,1147,11,3.3,,Shihe Shen,,,,,,,
269,Stanford University,Hennessy,Leroy,John,1977,The State University of New York at Stony Brook,Computer architecture,71,44929,36,12.6,Ph.D. Graduation School not found in idx2institution.csv,Wenhui Chang,,,,,,,
269,Stanford University,Horowitz,,Mark,1984,Stanford University,"Computer architecture,Design automation",127,56907,65,16.1,,Yuquan Gao,,,,,,,
269,Stanford University,James,L.,Doug,2001,University of British Columbia,Computer graphics,37,6404,40,16.3,cannot find the full Mid Name,Wenhui Chang,,,,,,,
269,Stanford University,Jurafsky,,Daniel,1992,University of California - Berkeley,Natural language processing,92,47333,81,25.7,,Yuquan Gao,,,,,,,
269,Stanford University,Katti,,Sachin,2009,Massachusetts Institute of Technology,Computer networks,54,22347,36,10.1,,Wenhui Chang,,,,,,,
269,Stanford University,Khatib,,Oussama,1980,Ecole nationale superieure de l'aeronautique et de l'espace,Robotics,76,37569,76,28.4,"PhD, Sup-Aero, France (1980) not in the list of institution",Yuquan Gao,,,,,,,
269,Stanford University,Kozyrakis,E.,Christoforos,2002,University of California - Berkeley,Computer architecture,75,22185,51,12.4,mid name not found,Yuquan Gao,,,,,,,
269,Stanford University,Kundaje,,Anshul,2008,Columbia University,"Comp. bio & bioinformatics,Machine learning & data mining",46,30646,7,1.8,,Shihe Shen,,,,,,,
269,Stanford University,Lam,Sin-Ling,Monica,1987,Carnegie Mellon University,"Human-computer interaction,The Web & information retrieval",9,817,46,17.1,,Xuzheng He,,,,,,,
269,Stanford University,Landy,A.,James,1996,Carnegie Mellon University,Human-computer interaction,76,25020,65,16.6,mid name not found,Yuquan Gao,,,,,,,
269,Stanford University,Leskovec,,Jure,2008,Carnegie Mellon University,"Machine learning & data mining,The Web & information retrieval",105,69910,96,28.3,,Yuquan Gao,,,,,,,
269,Stanford University,Levis,,Philip,2005,University of California - Berkeley,Mobile computing,62,31641,32,7,,Wenhui Chang,,,,,,,
269,Stanford University,Li,,Fei-Fei,2005,California Institute of Technology,Computer vision,104,102052,137,35.3,,Yuquan Gao,,,,,,,
269,Stanford University,Liu,,Karen,2005,University of Washington,"Robotics,Computer graphics",32,3647,39,13.1,,Wenhui Chang,,,,,,,
269,Stanford University,Ma,,Tengyu,2017,Princeton University,Machine learning & data mining,29,4344,18,5.7,,Shihe Shen,,,,,,,
269,Stanford University,Manning,D.,Christopher,1994,Stanford University,Natural language processing,133,142006,135,47.5,mid name not found,Yuquan Gao,,,,,,,
269,Stanford University,Mazières,,David,2000,Massachusetts Institute of Technology,"Computer security,Operating systems,Computer networks",55,17763,35,9.1,,Wenhui Chang,,,,,,,
269,Stanford University,McKeown,,Nick,1995,University of California - Berkeley,Computer networks,96,53347,27,5.7,,Wenhui Chang,,,,,,,
269,Stanford University,Mitchell,Clifford,John,1984,Massachusetts Institute of Technology,Computer security,89,27055,49,19.2,,Yuquan Gao,,,,,,,
269,Stanford University,Mitra,,Subhasish,2000,Stanford University,Design automation,11,439,17,4.2,,Shihe Shen,,,,,,,
269,Stanford University,Olukotun,,Kunle,1991,University of Michigan,"Computer architecture,Machine learning & data mining",72,20590,52,14.2,,Yuquan Gao,,,,,,,
269,Stanford University,Ousterhout,,John,1980,Carnegie Mellon University,"Operating systems,Computer networks",57,26165,20,7.9,,Shihe Shen,,,,,,,
269,Stanford University,Piech,,Chris,2016,Stanford University,"Artificial intelligence,Machine learning & data mining",14,2910,5,1,,Shihe Shen,,,,,,,
269,Stanford University,Potts,,Christopher,2003,University of California - Santa Cruz,Natural language processing,47,16916,18,4.7,,Shihe Shen,,,,,,,
269,Stanford University,Prabhakar,,Balaji,1994,University of California - Los Angeles,"Computer networks,Measurement & perf. analysis",50,15404,13,3,,Shihe Shen,,,,,,,
269,Stanford University,Re,,Christopher,,University of Wisconsin - Seattle,"Machine learning & data mining,Databases",57,14602,58,14.7,"PhD not in the list of institution, graduation year not found",Yuquan Gao,,,,,,,
269,Stanford University,Reingold,,Omer,1998,Weizmann Institute of Science,Algorithms & complexity,50,10804,50,16,,Yuquan Gao,,,,,,,
269,Stanford University,Rosenblum,,Mendel,1992,University of California - Berkeley,Computer networks,47,13892,27,6.6,H-index and Citations from semantic scholar,Wenhui Chang,,,,,,,
269,Stanford University,Rubinstein,,Aviad,,University of California - Berkeley,Algorithms & complexity,22,1351,29,12.8,cannot find the Ph.D. Graduation year,Wenhui Chang,,,,,,,
269,Stanford University,Sadigh,,Dorsa,2017,University of California - Berkeley,Robotics,21,1720,12,3.2,,Shihe Shen,,,,,,,
269,Stanford University,Sahami,,Mehran,1999,Stanford University,Machine learning & data mining,46,20447,11,4.6,,Shihe Shen,,,,,,,
269,Stanford University,Salisbury,,Kenneth,1982,Stanford University,Robotics,62,30495,24,9.5,,Wenhui Chang,,,,,,,
269,Stanford University,Savarese,,Silvio,2005,California Institute of Technology,Computer vision,77,22745,107,27.2,,Yuquan Gao,,,,,,,
269,Stanford University,Shoham,,Yoav,1986,Yale University,Artificial intelligence,70,29679,49,22.8,,Yuquan Gao,,,,,,,
269,Stanford University,Sidford,,Aaron,,Massachusetts Institute of Technology,Algorithms & complexity,24,2946,41,12.1,cannot find the Ph.D. Graduation year,Wenhui Chang,,,,,,,
269,Stanford University,Tan,,Li-Yang,2014,Columbia University,Algorithms & complexity,17,683,16,4.8,,Shihe Shen,,,,,,,
269,Stanford University,Valiant,,Gregory,2012,University of California - Berkeley,"Machine learning & data mining,Algorithms & complexity",29,3056,36,12.7,,Wenhui Chang,,,,,,,
269,Stanford University,Widom,,Jennifer,1987,Cornell University,Databases,102,66115,49,17.7,,Yuquan Gao,,,,,,,
269,Stanford University,Winstein,,Keith,2014,Massachusetts Institute of Technology,Computer networks,18,1537,10,2.2,,Shihe Shen,,,,,,,
269,Stanford University,Wootters,,Mary,2014,University of Michigan,Algorithms & complexity,15,1184,7,3.4,,Shihe Shen,,,,,,,
269,Stanford University,Wu,,Jiajun,2019,Massachusetts Institute of Technology,"Computer vision,Machine learning & data mining",31,4853,42,7.9,Name:0001,Wenhui Chang,,,,,,,
269,Stanford University,Zaharia,,Matei,2013,University of California - Berkeley,"Databases,Computer networks,Operating systems",50,50589,32,7,,Wenhui Chang,,,,,,,
269,Stanford University,Zou,,James,2014,Harvard University,Machine learning & data mining,32,11978,24,7.7,,Wenhui Chang,,,,,,,
260,Shanghai Jiao Tong University,Cao,,Jian,2000,Nanjing University of Science And Technology,Artificial intelligence,26,3234,8,1.6,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Chen,,Rong,2011,Fudan University,Operating systems,19,2319,7,1.4,1,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Chen,,Yuting,2007,Hosei University,"Software engineering,Computer vision",12,2705,6,1.8,csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Chen,,Haopeng,,,,15,629,1,0.2,Ph.D. Graduation not founded; Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Chen,,Haibo,2009,Fudan University,"Computer architecture,Computer security,Operating systems",40,5409,21,3.9,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Chen,,Guihai,1997,University of Hong Kong,"Artificial intelligence,Machine learning & data mining",55,15592,10,2,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Chen,,Quan,2014,Shanghai Jiao Tong University,"Computer architecture,High-performance computing",17,2210,9,1.8,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Fu,,Hongfei,2014,RWTH Aachen University,"Programming languages,Logic & verification",9,277,8,2.1,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Fu,,Luoyi,2015,Shanghai Jiao Tong University,,18,1356,2,0.4,无research interests,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Gao,,Xiaofeng,2010,University of Texas at Dallas,Machine learning & data mining,20,1948,9,1.9,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Gu,,Dawu,1998,Xidian University,"Computer security,Cryptography",20,1611,7,1.5,csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Guan,,Haibing,1999,Tongji University,High-performance computing,4,55,15,2.6,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Guo,,Minyi,1998,University of Tsukuba,"High-performance computing,The Web & information retrieval",45,8511,22,4.6,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Huang,,Linpeng,1992,Shanghai Jiao Tong University,Artificial intelligence,47,10864,6,1.7,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Jia,,Weijia,1993,The UMONS Faculty of Engineering,"Natural language processing,Artificial intelligence",54,10460,9,2,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Jiang,,Li,2013,Chinese Univeristy of Hong Kong,Design automation,13,809,11,1.8,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Kong,,Linghe,2013,Shanghai Jiao Tong University,"Mobile computing,Artificial intelligence,Embedded & real-time systems",29,2603,7,1.6,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Lai,,Xuejia,1992,Swiss Federal Institute of Technology Zurich,Cryptography,26,6376,7,2.5,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Leng,,Jingwen,2016,University of Texas at Austin,Computer architecture,10,953,9,1.5,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Li,,Guoqiang,2008,Japan Advanced Institute of Science and Technology,,50,9931,1,0.2,0001；无research interests；csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Li,,Chao,2014,University of Florida,"Computer architecture,High-performance computing",16,1006,12,2.1,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Li,,Minglu,1996,Shanghai Jiao Tong University,"Mobile computing,Machine learning & data mining",45,8708,9,1.8,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Liang,,Xiaoyao,2008,Harvard University,"Computer architecture,Design automation",17,1169,18,4,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Liu,,Shengli,2000,Xidian University,Cryptography,9,361,2,0.5,csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Liu,,Zhen,2013,City University of Hong Kong,,12,859,1,0.3,"Zhen Liu 0008:Two Ph.D., and graduate school not written in idx2institution.csv; Research Interest not written in CSRankings",Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Liu,,Zhiqiang,,,,7,317,1,0.1,Zhiqiang Liu 0001:Ph.D. Gradution not founded; Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Lu,,Hongtao,1997,Southeast University,"Artificial intelligence,Computer vision",39,4559,13,3.7,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Lu,,Cewu,2013,Chinese Univeristy of Hong Kong,Computer vision,27,5036,46,10.1,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Luo,,Yuan,1999,Nankai University,,7,279,1,0.2,Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Ma,,Lizhuang,1991,Zhejiang University,"Artificial intelligence,Computer vision",22,2448,6,1,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Niu,,Li,2017,Nanyang Technological University,Artificial intelligence,6,171,3,0.5,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Qi,,Zhengwei,2005,Shanghai Jiao Tong University,High-performance computing,20,2111,4,0.7,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Scheder,Alban,Dominik,2017,University of Colorado Boulder,Algorithms & complexity,10,433,2,0.8,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Shen,,Ruimin,2013,Hagen University,Artificial intelligence,24,2364,5,1.1,csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Shen,,Liping,2008,Shanghai Jiao Tong University,,5,41,1,0.2,Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Shen,,Yanyan,2015,National University of Singapore,"Artificial intelligence,Databases,Machine learning & data mining",14,1156,20,5.2,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Shen,,Bin,2011,Chinese University of Hong Kong,Computer vision,33,3771,4,1.1,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Tang,,Feilong,2005,Shanghai Jiao Tong University,Artificial intelligence,19,1612,3,2.3,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Wang,,Lei,2011,The University of Eletro-Communications,Cryptography,14,716,6,2.2,0031；csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Wang,,Geng,,,,6,529,1,0.5,Ph.D. Graduation not founded; Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Wang,,Xinbing,2006,North Carolina State University,Mobile computing,41,7186,13,2.5,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Wu,,Fan,2009,University at Buffalo,Artificial intelligence,32,4445,6,1.2,0006；csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Xia,,Yubin,2010,Peking University,"Computer architecture,Computer security,Mobile computing",18,1104,8,1.4,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Xiao,,Shuangjiu,2002,Northwestern Polytechnical University,,7,177,3,0.8,无research interests,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Xu,,Lei,1987,Tsinghua University,Machine learning & data mining,48,14956,6,2.6,1,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Xue,,Guangtao,2004,Shanghai Jiao Tong University,Mobile computing,20,1904,5,0.9,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Yan,,Junchi,2015,Shanghai Jiao Tong University,"Artificial intelligence,Computer vision",32,2992,50,10.1,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Yang,,Xubo,1998,Zhejiang University,Visualization,14,835,4,1,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Yao,,Bin,1996,University of California - Berkeley,"Artificial intelligence,Machine learning & data mining,Databases",17,1390,7,1.4,2,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Yao,,Tianfang,2005,Saarland University,,6,101,1,0.5,Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Yao,,Jianguo,2010,Northwestern Polytechnical University,Embedded & real-time systems,13,548,5,0.9,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Yu,,Kai,2006,University of Munich,Natural language processing,51,22998,7,1.3,0004;csv无对应大�?Zuotong Zhang,,,,,,,,
260,Shanghai Jiao Tong University,Yu,,Yong,1986,East China Normal University,Artificial intelligence,67,21892,81,15.7,"Master, not PHD,graduation school not found in idx2institution",Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Yu,,Yu,2006,Nanyang Technological University,Cryptography,13,871,8,2.4,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhang,,Yuanyuan,2009,Shanghai Jiao Tong University,Computer security,50,7183,3,0.5,2,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Zhang,,LiQing,1988,Zhongshan University,"Artificial intelligence,Computer vision",38,9045,23,6,graduation school not found in idx2institution,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhang,,Weinan,2016,University College London,"Artificial intelligence,Machine learning & data mining",32,5670,46,8.4,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhang,,Quanshi,2014,University of Tokyo,Computer vision,20,1693,22,4.9,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhang,,Binyu,2017,Fudan University,"Computer architecture,Computer security",28,2486,17,3,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhao,,Hai,2005,Shanghai Jiao Tong University,Natural language processing,32,3580,39,10.8,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zheng,,Wenli,2016,Ohio State University,,8,227,1,0.2,Research Interest not written in CSRankings; H-index and Citations cited from SEMANTIC SCHOLAR,Yihan Huang,,,,,,,
260,Shanghai Jiao Tong University,Zhong,,Hao,2009,Peking University,Software engineering,15,1589,4,1,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Zhu,Qi,Kenny,2005,National University of Singapore,"Artificial intelligence,Natural language processing",22,2789,18,4.6,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhu,,Yanmin,2007,The Hong Kong University of Science and Technology,"Mobile computing,Artificial intelligence,Machine learning & data mining",39,6079,12,2.4,,Yang Liu,,,,,,,
260,Shanghai Jiao Tong University,Zhu,,Haojin,2009,University of Waterloo,Computer security,42,7361,6,1.1,,Zuotong Zhang,,,,,,,
260,Shanghai Jiao Tong University,Zhu,,Hongzi,2009,Shanghai Jiao Tong University,Mobile computing,28,2638,2,0.3,,Zuotong Zhang,,,,,,,
227,Peking University,Bian,,Kaigui,2011,Virginia Tech,"Artificial intelligence,Computer security,Mobile computing",28,3859,11,2.2,,Junjie Ye,,,,,,,
227,Peking University,Cao,,Yongzhi,2003,Beijing Normal University,,17,746,1,0.2,Ph.D. Graduate School:not in the list;Research Interest:lost,Haojie Jin,,,,,,,
227,Peking University,Chang,,Baobao,1999,Peking University,Natural language processing,24,2535,36,8.8,,Yiyang Ma,,,,,,,
227,Peking University,Chen,,Xiangqun,,Peking University,"The Web & information retrieval,Human-computer interaction",19,1421,4,1,All I found is she has a master degree in Peking University.H-index and Citations from semantic scholar,Jiaqi Zhu,,,,,,,
227,Peking University,Chen,,Baoquan,1999,Stony Brook University,Computer graphics,45,7445,58,10.1,Ph.D. Graduate School is not in the list.,Yiyang Ma,,,,,,,
227,Peking University,Chen,,Xiaoou,1984,National University of Defense Technology,,9,364,1,0.3,Ph.D. Graduate School:Bachelor(National University of Defense Technology)(not in the list); Ph.D. Graduation Year:1982(Bachelor);Research Interest:lost;H-index:lost(semanticscholar);Citations:lost(semanticscholar),Haojie Jin,,,,,,,
227,Peking University,Chen,,Yisong,1996,Nanjing University,,10,391,1,0.3,Research Interest:lost;H-index:lost(semanticscholar);Citations:lost(semanticscholar),Haojie Jin,,,,,,,
227,Peking University,Chen,,Wei,2009,Peking University,,9,388,2,0.3,Research Interest:lost;Special:0001 in Name,Haojie Jin,,,,,,,
227,Peking University,Chen,,Yifeng,2001,University of Oxford,,,,2,0.4,Research Interest:lost;Special:0021 in Name;H-index:lost;Citations:lost,Haojie Jin,,,,,,,
227,Peking University,Cheng,,Xu,1994,Harbin Institute of Technology,High-performance computing,,,2,0.6,Special:0001 in Name;H-index:lost;Citations:lost,Haojie Jin,,,,,,,
227,Peking University,Chi,,Huisheng,1964,Peking University,,10,623,1,0.2,Ph.D. Graduate School:Master(Peking University); Ph.D. Graduation Year:1964(Master);Research Interest:lost;H-index:lost(semanticscholar);Citations:lost(semanticscholar),Haojie Jin,,,,,,,
227,Peking University,Cui,,Bing,2004,National University of Singapore,Databases,41,5134,36,8.2,Name has 0001.,Yiyang Ma,,,,,,,
227,Peking University,Cui,,Jinshi,2004,Tsinghua University,Robotics,20,1395,13,2.7,,Junjie Ye,,,,,,,
227,Peking University,Dai,,Yafei,1993,Harbin Institute of Technology,Measurement & perf. analysis,25,2977,5,0.7,,Jiaqi Zhu,,,,,,,
227,Peking University,Deng,,Xiaotie,1989,Stanford University,"Algorithms & complexity,Economics & computation",49,10702,29,10.5,,Yiyang Ma,,,,,,,
227,Peking University,Deng,,Zhi-Hong,2003,Peking University,"Artificial intelligence,Natural language processing",27,3700,15,4.5,,Junjie Ye,,,,,,,
227,Peking University,Duan,,Ling-Yu,2008,University of Newcastle,Computer vision,,,20,3.8,H-index:lost; Citations:lost;,Junjie Ye,,,,,,,
227,Peking University,Feng,,Jufu,1997,Peking University,,17,1595,2,0.7,Research Interest:lost;H-index:lost(semanticscholar);Citations:lost(semanticscholar),Haojie Jin,,,,,,,
227,Peking University,Feng,,Yansong,2011,University of Edinburgh,Natural language processing,24,2248,40,9.6,,Yiyang Ma,,,,,,,
227,Peking University,Gao,,Jun,2003,Peking University,Artificial intelligence,,,19,3.8,H-index:lost; Citations:lost,Junjie Ye,,,,,,,
227,Peking University,Gao,,Wen,1991,University of Tokyo,Computer vision,95,43631,54,11.2,Name has 0001. The scholar has 2 Ph.D. degrees.,Yiyang Ma,,,,,,,
227,Peking University,Gao,,Liangcai,2010,Peking University,The Web & information retrieval,16,804,4,0.9,,Jiaqi Zhu,,,,,,,
227,Peking University,Guo,,Yao,2007,University of Massachusetts Amherst,"The Web & information retrieval,Human-computer interaction",24,2097,11,2.2,name has 0001,Junjie Ye,,,,,,,
227,Peking University,Guo,,Zongming,1997,Peking University,Computer vision,27,2783,9,2,,Jiaqi Zhu,,,,,,,
227,Peking University,Han,,Xinhui,1995,Peking University,Computer security,9,697,4,0.6,H-index and Citations from semantic scholar,Jiaqi Zhu,,,,,,,
227,Peking University,Hao,,Dan,2008,Peking University,Software engineering,27,2028,11,1.9,,Junjie Ye,,,,,,,
227,Peking University,Hu,,Zhenjiang,1996,University of Tokyo,"Databases,Programming languages,Software engineering",37,4856,10,2.9,,Junjie Ye,,,,,,,
227,Peking University,Huang,,Gang,2003,Peking University,"Software engineering,Mobile computing",32,3458,10,1.5,name has 0001,Junjie Ye,,,,,,,
227,Peking University,Huang,,Qun,2015,Chinese University of Hong Kong,Computer networks,10,400,5,1.3,name has 0001,Jiaqi Zhu,,,,,,,
227,Peking University,Huang,,Jun,2012,Michigan State University,Mobile computing,11,781,3,0.8,Special:0001,Haojie Jin,,,,,,,
227,Peking University,Huang,,Tiejun,1998,Huazhong University of Science and Technology,"Computer vision,Artificial intelligence",41,6227,19,3.6,the Ph.D. Graduate School is not in the list,Junjie Ye,,,,,,,
227,Peking University,Jia,,Huizhu,2008,Chinese Academy of Sciences,,10,452,1,0.2,Research Interest:lost;H-index:lost(semanticscholar);Citations:lost(semanticscholar),Haojie Jin,,,,,,,
227,Peking University,Jiang,,Tingting,2009,National Institute for Research in Digital Science and Technology,Computer vision,17,1325,9,2.9,the Ph.D. Graduate School is not in the list,Jiaqi Zhu,,,,,,,
227,Peking University,Jiao,,Wenpin,2000,Chinese Academy of Sciences,,,,1,0.2,Research Interest:lost;H-index:lost;Citations:lost,Haojie Jin,,,,,,,
227,Peking University,Jin,,Zhi,1992,National University of Defense Technology,"Natural language processing,Artificial intelligence",34,4940,11,2,the Ph.D. Graduate School is not in the list,Junjie Ye,,,,,,,
227,Peking University,Kong,,Yuqing,2018,University of Michigan,"Economics & computation,Artificial intelligence",7,159,8,3.3,,Jiaqi Zhu,,,,,,,
227,Peking University,Li,,Ge,2006,Peking University,"Artificial intelligence,Natural language processing",,,22,3.9,H-index:lost; Citations:lost,Junjie Ye,,,,,,,
227,Peking University,Li,,Hongyan,1999,Northwestern Polytechnical University,Artificial intelligence,,,5,0.9,name has 0002; H-index: lost; Citations: lost.,Jiaqi Zhu,,,,,,,
